Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
83	:	1772302677.257	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.5 ./1024/r450/m02_05 
84	:	1772302677.260	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.6 ./1024/r450/m02_06 
85	:	1772302677.264	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.7 ./1024/r450/m02_07 
86	:	1772302677.267	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.8 ./1024/r450/m02_08 
87	:	1772302677.271	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.9 ./1024/r450/m02_09 
88	:	1772302677.274	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.4 ./1024/r450/m03_04 
89	:	1772302677.277	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.5 ./1024/r450/m03_05 
90	:	1772302677.280	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.6 ./1024/r450/m03_06 
91	:	1772302677.283	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.7 ./1024/r450/m03_07 
92	:	1772302677.286	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.8 ./1024/r450/m03_08 
93	:	1772302677.290	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.9 ./1024/r450/m03_09 
94	:	1772302677.293	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.5 ./1024/r450/m04_05 
95	:	1772302677.296	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.6 ./1024/r450/m04_06 
96	:	1772302677.299	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.7 ./1024/r450/m04_07 
97	:	1772302677.302	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.8 ./1024/r450/m04_08 
98	:	1772302677.305	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.9 ./1024/r450/m04_09 
99	:	1772302677.308	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.5 0.6 ./1024/r450/m05_06 
100	:	1772302677.311	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.5 0.7 ./1024/r450/m05_07 
101	:	1772302677.314	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.5 0.8 ./1024/r450/m05_08 
102	:	1772302677.317	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.5 0.9 ./1024/r450/m05_09 
103	:	1772302677.320	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.6 0.7 ./1024/r450/m06_07 
104	:	1772302677.323	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.6 0.8 ./1024/r450/m06_08 
105	:	1772302677.326	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.6 0.9 ./1024/r450/m06_09 
106	:	1772302677.330	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.7 0.8 ./1024/r450/m07_08 
107	:	1772302677.333	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.7 0.9 ./1024/r450/m07_09 
108	:	1772302677.336	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.8 0.9 ./1024/r450/m08_09 
109	:	1772302677.339	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.2 ./512/r450/m01_02 
110	:	1772302677.342	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.3 ./512/r450/m01_03 
111	:	1772302677.345	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.4 ./512/r450/m01_04 
112	:	1772302677.348	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.5 ./512/r450/m01_05 
113	:	1772302677.351	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.6 ./512/r450/m01_06 
114	:	1772302677.354	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.7 ./512/r450/m01_07 
115	:	1772302677.357	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.8 ./512/r450/m01_08 
116	:	1772302677.360	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.9 ./512/r450/m01_09 
117	:	1772302677.363	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.3 ./512/r450/m02_03 
118	:	1772302677.366	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.4 ./512/r450/m02_04 
119	:	1772302677.370	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.5 ./512/r450/m02_05 
120	:	1772302677.373	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.6 ./512/r450/m02_06 
121	:	1772302677.376	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.7 ./512/r450/m02_07 
122	:	1772302677.379	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.8 ./512/r450/m02_08 
123	:	1772302677.382	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.9 ./512/r450/m02_09 
124	:	1772302677.385	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.4 ./512/r450/m03_04 
125	:	1772302677.388	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.5 ./512/r450/m03_05 
126	:	1772302677.391	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.6 ./512/r450/m03_06 
127	:	1772302677.394	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.7 ./512/r450/m03_07 
128	:	1772302677.397	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.8 ./512/r450/m03_08 
129	:	1772302677.400	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.9 ./512/r450/m03_09 
130	:	1772302677.403	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.5 ./512/r450/m04_05 
131	:	1772302677.406	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.6 ./512/r450/m04_06 
132	:	1772302677.409	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.7 ./512/r450/m04_07 
133	:	1772302677.412	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.8 ./512/r450/m04_08 
134	:	1772302677.415	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.9 ./512/r450/m04_09 
135	:	1772302677.419	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.5 0.6 ./512/r450/m05_06 
136	:	1772302677.422	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.5 0.7 ./512/r450/m05_07 
137	:	1772302677.425	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.5 0.8 ./512/r450/m05_08 
138	:	1772302677.428	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.5 0.9 ./512/r450/m05_09 
139	:	1772302677.431	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.6 0.7 ./512/r450/m06_07 
140	:	1772302677.434	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.6 0.8 ./512/r450/m06_08 
141	:	1772302677.437	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.6 0.9 ./512/r450/m06_09 
142	:	1772302677.440	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.7 0.8 ./512/r450/m07_08 
143	:	1772302677.444	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.7 0.9 ./512/r450/m07_09 
144	:	1772302677.447	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_450_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.8 0.9 ./512/r450/m08_09 
145	:	1772302677.450	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.2 ./1024/r400/m01_02 
146	:	1772302677.453	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.3 ./1024/r400/m01_03 
147	:	1772302677.456	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.4 ./1024/r400/m01_04 
148	:	1772302677.459	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.5 ./1024/r400/m01_05 
149	:	1772302677.462	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.6 ./1024/r400/m01_06 
150	:	1772302677.465	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.7 ./1024/r400/m01_07 
151	:	1772302677.468	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.8 ./1024/r400/m01_08 
152	:	1772302677.471	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.1 0.9 ./1024/r400/m01_09 
153	:	1772302677.474	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.3 ./1024/r400/m02_03 
154	:	1772302677.477	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.4 ./1024/r400/m02_04 
155	:	1772302677.480	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.5 ./1024/r400/m02_05 
156	:	1772302677.483	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.6 ./1024/r400/m02_06 
157	:	1772302677.486	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.7 ./1024/r400/m02_07 
158	:	1772302677.489	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.8 ./1024/r400/m02_08 
159	:	1772302677.492	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.2 0.9 ./1024/r400/m02_09 
160	:	1772302677.495	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.4 ./1024/r400/m03_04 
161	:	1772302677.498	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.5 ./1024/r400/m03_05 
162	:	1772302677.501	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.6 ./1024/r400/m03_06 
163	:	1772302677.504	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.7 ./1024/r400/m03_07 
164	:	1772302677.508	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.8 ./1024/r400/m03_08 
165	:	1772302677.511	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.3 0.9 ./1024/r400/m03_09 
166	:	1772302677.514	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 1024 1039 380 495 390\,488 1.0 0.4 0.5 ./1024/r400/m04_05 
